9.82E+00,2.38E-04,2.09E-03,-2.27E-03,1.28E-03,-2.80E-03,3.49E-03,2.79E-03,1.96E-03,-2.87E-03,3.15E-03
9.91E+00,3.19E-04,2.05E-03,-2.16E-03,1.10E-03,-2.74E-03,3.55E-03,2.96E-03,1.88E-03,-2.59E-03,2.96E-03
1.00E+01,1.49E-04,1.94E-03,-2.61E-03,8.24E-04,-2.04E-03,3.68E-03,3.24E-03,1.77E-03,-2.74E-03,2.70E-03
1.01E+01,9.69E-05,1.86E-03,-3.24E-03,5.36E-04,-1.71E-03,3.48E-03,3.52E-03,1.79E-03,-2.90E-03,2.65E-03
1.02E+01,-1.14E-04,1.78E-03,-3.40E-03,4.70E-04,-1.59E-03,3.42E-03,3.56E-03,1.92E-03,-2.58E-03,2.49E-03
1.03E+01,-1.76E-04,1.81E-03,-3.93E-03,4.17E-04,-1.09E-03,3.23E-03,3.71E-03,2.08E-03,-3.15E-03,2.44E-03
1.04E+01,-7.72E-04,1.57E-03,-3.64E-03,8.14E-04,-6.45E-04,3.30E-03,3.49E-03,2.17E-03,-2.62E-03,2.24E-03
1.05E+01,-1.04E-03,1.45E-03,-4.13E-03,1.06E-03,-5.46E-06,3.15E-03,3.66E-03,2.30E-03,-3.22E-03,2.20E-03
1.06E+01,-1.09E-03,1.35E-03,-4.07E-03,1.34E-03,2.49E-04,2.81E-03,3.54E-03,2.40E-03,-3.11E-03,2.16E-03
1.07E+01,-1.28E-03,1.15E-03,-4.00E-03,1.59E-03,5.81E-04,2.68E-03,3.46E-03,2.46E-03,-3.28E-03,2.08E-03
1.08E+01,-1.61E-03,8.86E-04,-4.11E-03,1.77E-03,1.22E-03,2.60E-03,3.42E-03,2.61E-03,-3.44E-03,1.99E-03
1.09E+01,-1.89E-03,6.22E-04,-3.64E-03,1.91E-03,1.23E-03,2.36E-03,3.18E-03,2.60E-03,-2.96E-03,1.77E-03
1.10E+01,-1.92E-03,5.93E-04,-3.61E-03,2.01E-03,1.89E-03,2.35E-03,3.02E-03,2.77E-03,-3.51E-03,1.81E-03
1.10E+01,-1.66E-03,8.36E-04,-3.07E-03,2.04E-03,1.91E-03,2.01E-03,2.72E-03,2.69E-03,-3.28E-03,1.58E-03
1.11E+01,-1.86E-03,9.26E-04,-2.85E-03,1.88E-03,2.43E-03,2.01E-03,2.56E-03,2.75E-03,-3.32E-03,1.61E-03
1.12E+01,-1.96E-03,1.13E-03,-2.54E-03,1.73E-03,2.87E-03,1.96E-03,2.35E-03,2.75E-03,-3.25E-03,1.73E-03
1.13E+01,-2.10E-03,1.53E-03,-1.77E-03,1.63E-03,2.52E-03,1.83E-03,2.28E-03,2.61E-03,-2.62E-03,1.61E-03
1.14E+01,-1.73E-03,1.76E-03,-1.67E-03,1.33E-03,3.31E-03,1.55E-03,1.83E-03,2.56E-03,-2.94E-03,1.85E-03
1.15E+01,-1.96E-03,2.12E-03,-1.07E-03,1.32E-03,3.24E-03,1.67E-03,1.84E-03,2.38E-03,-2.32E-03,1.93E-03
1.16E+01,-2.01E-03,2.33E-03,-9.00E-04,1.29E-03,3.41E-03,1.62E-03,1.67E-03,2.25E-03,-2.25E-03,2.17E-03
1.17E+01,-2.00E-03,2.50E-03,-6.25E-04,1.52E-03,3.61E-03,1.68E-03,1.57E-03,2.14E-03,-2.02E-03,2.41E-03
1.18E+01,-1.84E-03,2.73E-03,-2.95E-04,1.74E-03,3.37E-03,1.55E-03,1.37E-03,2.15E-03,-1.67E-03,2.49E-03
1.19E+01,-1.80E-03,2.73E-03,-3.91E-04,2.10E-03,3.82E-03,1.66E-03,1.10E-03,1.98E-03,-1.57E-03,2.80E-03
1.20E+01,-1.82E-03,2.85E-03,-2.42E-04,2.44E-03,3.29E-03,1.78E-03,1.22E-03,2.09E-03,-1.24E-03,2.90E-03
1.21E+01,-1.82E-03,3.00E-03,-3.93E-04,2.61E-03,3.42E-03,1.80E-03,1.04E-03,1.94E-03,-1.11E-03,3.31E-03
1.22E+01,-1.79E-03,2.90E-03,-2.53E-04,2.95E-03,3.27E-03,1.77E-03,9.93E-04,2.20E-03,-8.71E-04,3.26E-03
1.23E+01,-1.85E-03,3.00E-03,-1.93E-04,3.04E-03,3.20E-03,1.75E-03,9.58E-04,2.15E-03,-6.80E-04,3.39E-03
1.24E+01,-2.02E-03,3.01E-03,-1.48E-04,3.23E-03,3.17E-03,1.80E-03,9.14E-04,2.07E-03,-6.61E-04,3.49E-03
1.25E+01,-2.09E-03,3.06E-03,-3.67E-05,3.23E-03,2.64E-03,1.84E-03,1.11E-03,2.29E-03,-7.79E-04,3.37E-03
1.26E+01,-2.11E-03,3.28E-03,2.15E-04,3.16E-03,2.42E-03,1.96E-03,1.11E-03,1.96E-03,-6.20E-04,3.39E-03
1.26E+01,-2.25E-03,3.37E-03,3.17E-04,3.03E-03,2.32E-03,2.00E-03,1.27E-03,2.14E-03,-6.50E-04,3.37E-03
1.27E+01,-2.49E-03,3.56E-03,3.08E-04,2.94E-03,1.72E-03,2.14E-03,1.45E-03,1.80E-03,-1.11E-03,3.36E-03
1.28E+01,-2.56E-03,3.67E-03,3.66E-04,2.84E-03,1.30E-03,2.20E-03,1.63E-03,1.64E-03,-1.35E-03,3.30E-03
1.29E+01,-2.74E-03,3.79E-03,2.56E-04,2.63E-03,6.85E-04,2.34E-03,1.84E-03,1.49E-03,-2.02E-03,3.25E-03
1.30E+01,-2.59E-03,3.95E-03,4.95E-04,2.40E-03,4.56E-04,2.44E-03,1.97E-03,1.29E-03,-1.76E-03,3.20E-03
1.31E+01,-2.58E-03,3.94E-03,4.42E-04,2.26E-03,-3.68E-04,2.55E-03,2.26E-03,1.12E-03,-2.67E-03,3.09E-03
1.32E+01,-2.81E-03,3.98E-03,4.65E-04,2.29E-03,-1.24E-03,2.43E-03,2.49E-03,8.86E-04,-3.16E-03,2.95E-03
1.33E+01,-2.63E-03,3.90E-03,6.55E-04,2.13E-03,-1.71E-03,2.60E-03,2.71E-03,7.83E-04,-3.63E-03,2.84E-03
1.34E+01,-2.71E-03,3.83E-03,8.11E-04,1.96E-03,-2.15E-03,2.51E-03,2.92E-03,6.85E-04,-4.00E-03,2.72E-03
1.35E+01,-2.87E-03,3.75E-03,9.23E-04,1.93E-03,-2.70E-03,2.42E-03,2.97E-03,7.40E-04,-4.22E-03,2.52E-03
1.36E+01,-2.62E-03,3.32E-03,1.21E-03,1.72E-03,-2.99E-03,2.64E-03,3.17E-03,6.51E-04,-4.93E-03,2.25E-03
1.37E+01,-2.90E-03,3.26E-03,1.23E-03,1.76E-03,-3.69E-03,2.47E-03,2.98E-03,8.06E-04,-4.95E-03,1.99E-03
1.38E+01,-2.45E-03,2.81E-03,1.46E-03,1.60E-03,-3.55E-03,2.69E-03,3.16E-03,7.61E-04,-5.25E-03,1.73E-03
1.39E+01,-2.62E-03,2.73E-03,1.31E-03,1.63E-03,-3.93E-03,2.44E-03,2.86E-03,8.13E-04,-5.10E-03,1.46E-03
1.40E+01,-2.40E-03,2.43E-03,1.24E-03,1.62E-03,-4.24E-03,2.52E-03,2.54E-03,8.67E-04,-5.17E-03,1.24E-03
1.41E+01,-1.91E-03,1.87E-03,1.31E-03,1.45E-03,-4.08E-03,2.63E-03,2.48E-03,8.20E-04,-5.30E-03,1.05E-03
1.42E+01,-1.97E-03,1.85E-03,8.91E-04,1.57E-03,-4.34E-03,2.46E-03,1.86E-03,9.34E-04,-4.95E-03,9.98E-04
1.43E+01,-1.65E-03,1.12E-03,1.12E-03,1.43E-03,-4.28E-03,2.62E-03,1.86E-03,1.10E-03,-5.09E-03,9.34E-04
1.43E+01,-1.31E-03,9.77E-04,7.91E-04,1.43E-03,-4.12E-03,2.60E-03,1.13E-03,1.14E-03,-4.76E-03,1.06E-03
1.44E+01,-8.39E-04,5.02E-04,1.04E-03,1.29E-03,-3.92E-03,2.69E-03,9.19E-04,1.18E-03,-4.84E-03,1.19E-03
1.45E+01,-5.22E-04,4.34E-04,9.87E-04,1.13E-03,-3.55E-03,2.77E-03,5.90E-04,1.22E-03,-4.59E-03,1.34E-03
1.46E+01,-4.19E-04,6.19E-04,8.45E-04,1.19E-03,-3.08E-03,2.69E-03,2.12E-04,1.24E-03,-4.23E-03,1.50E-03
1.47E+01,3.14E-04,8.01E-04,1.32E-03,9.70E-04,-2.48E-03,2.82E-03,3.17E-04,1.27E-03,-4.48E-03,1.71E-03
1.48E+01,3.63E-04,8.21E-04,1.11E-03,9.11E-04,-2.21E-03,2.96E-03,-4.45E-04,1.18E-03,-4.02E-03,1.75E-03
1.49E+01,9.47E-04,1.03E-03,1.52E-03,8.21E-04,-1.63E-03,3.02E-03,-3.91E-04,1.14E-03,-4.08E-03,1.93E-03
1.50E+01,8.41E-04,1.15E-03,1.24E-03,9.47E-04,-1.13E-03,3.01E-03,-7.17E-04,1.11E-03,-3.76E-03,2.02E-03
1.51E+01,1.20E-03,1.10E-03,1.22E-03,1.03E-03,-6.14E-04,3.04E-03,-9.36E-04,1.07E-03,-3.59E-03,1.96E-03
1.52E+01,1.83E-03,1.31E-03,1.50E-03,9.43E-04,-2.21E-04,3.02E-03,-5.64E-04,9.90E-04,-3.65E-03,1.98E-03
1.53E+01,1.66E-03,1.15E-03,1.11E-03,1.09E-03,1.82E-04,3.01E-03,-9.83E-04,9.93E-04,-3.37E-03,1.78E-03
1.54E+01,1.90E-03,1.33E-03,1.36E-03,1.10E-03,1.94E-04,2.84E-03,-4.97E-04,9.33E-04,-3.20E-03,1.68E-03
1.55E+01,1.64E-03,1.25E-03,1.05E-03,1.13E-03,3.29E-04,2.82E-03,-7.47E-04,1.01E-03,-2.88E-03,1.41E-03
1.56E+01,1.81E-03,1.19E-03,1.26E-03,1.08E-03,3.94E-04,2.77E-03,-6.44E-04,1.05E-03,-2.64E-03,1.20E-03
1.57E+01,1.90E-03,1.24E-03,1.38E-03,1.10E-03,3.15E-04,2.60E-03,-4.14E-04,1.15E-03,-2.38E-03,9.57E-04
1.58E+01,1.42E-03,1.12E-03,1.23E-03,1.12E-03,3.17E-04,2.48E-03,-6.30E-04,1.38E-03,-1.93E-03,6.46E-04
1.59E+01,1.65E-03,1.10E-03,1.55E-03,1.06E-03,1.68E-04,2.35E-03,-3.54E-04,1.39E-03,-1.52E-03,4.25E-04
1.60E+01,1.21E-03,9.88E-04,1.43E-03,1.04E-03,1.89E-04,2.27E-03,-7.35E-04,1.68E-03,-1.04E-03,3.87E-04
1.60E+01,1.31E-03,8.88E-04,1.70E-03,9.51E-04,1.27E-04,2.25E-03,-8.78E-04,1.70E-03,-5.99E-04,5.36E-04
1.61E+01,1.35E-03,9.49E-04,1.85E-03,8.96E-04,5.51E-05,2.24E-03,-7.88E-04,1.81E-03,-2.33E-04,9.10E-04
1.62E+01,8.36E-04,1.04E-03,1.65E-03,8.01E-04,2.36E-06,2.12E-03,-1.12E-03,1.88E-03,3.56E-04,1.25E-03
1.63E+01,1.19E-03,1.24E-03,1.88E-03,5.80E-04,-2.71E-04,2.34E-03,-6.77E-04,1.67E-03,6.56E-04,1.49E-03
1.64E+01,8.86E-04,1.46E-03,1.83E-03,4.01E-04,-2.96E-04,2.27E-03,-9.82E-04,1.77E-03,8.99E-04,1.75E-03
